ORGANISM_CODE,ORGANISM_NAME,ORGANISM_TYPE,ORGANISM_TYPE_DESCRIPTION,IS_COMMON,EXTRACTION_DATE,DATA_SOURCE
MIX,Mixed bacterial species present,b,Bacteria,Yes,2025-05-26,WHONET Organisms.txt
MKA,Mycobacterium kansasii,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MKO,Mycobacterium komossense,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MLA,Moraxella lacunata,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MLE,Mycobacterium leprae,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MLF,Mycobacterium lentiflavum,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MLH,Mycoplasma haemosuis,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
MLI,Mycoplasma lipophilum,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
MLP,Mycobacterium lepraemurium,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MLQ,Microbacterium liquefaciens,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
MLS,Melissococcus sp.,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
MLU,Micrococcus luteus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
MLW,Mycoplasma iowae,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
MMA,Mycobacterium marinum,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MMC,Mycobacterium mucogenicum,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MMC,Mycobacterium chelonae-like organism (MCLO),m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MMD,Mycoplasma mycoides ss. mycoides,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
MME,Pseudomonas mesophilica,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MME,Methylobacterium mesophilicum,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MMG,Mycoplasma meleagridis,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
MMI,Mycobacterium microti,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MML,Mycobacterium malmoense,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MMO,Proteus morganii,-,Gram-negative,Yes,2025-05-26,WHONET Organisms.txt
MMO,Morganella morganii,-,Gram-negative,Yes,2025-05-26,WHONET Organisms.txt
MMO,Morganella morganii ss. morganii,-,Gram-negative,Yes,2025-05-26,WHONET Organisms.txt
MMT,Mitsuokella multacida,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
MMT,Mitsuokella multiacidus,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
MMU,Mobiluncus mulieris,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
MMY,Madurella mycetomatis,f,Fungus,No,2025-05-26,WHONET Organisms.txt
MNA,Microsporum nanum,f,Fungus,No,2025-05-26,WHONET Organisms.txt
MNE,Mycobacterium neoaurum,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MNL,Moraxella nonliquefaciens,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MNO,Mycobacterium nonchromogenicum,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MNS,Mansonella streptocerca,w,Other,No,2025-05-26,WHONET Organisms.txt
MNV,Mannheimia varigena,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MO-,Moraxella sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MO-,Branhamella sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MOA,Mycoplasma orale,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
MOB,Mobiluncus sp.,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
MOE,Moellerella sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MOI,Vibrio viscosis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MOI,Moritella sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MOL,Mold,f,Fungus,No,2025-05-26,WHONET Organisms.txt
MON,Monilia sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
MOO,Moraxella ovis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MOR,Morganella sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MOS,Moraxella osloensis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MOT,Mortierella sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
MOU,Mycobacterium obuense,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MOX,Microbacterium oxydans,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
MOZ,Mansonella ozzardi,w,Other,No,2025-05-26,WHONET Organisms.txt
MPA,Mycobacterium johnei,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MPA,Mycobacterium avium ss. paratuberculosis,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MPA,Mycobacterium paratuberculosis,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MPC,Mycobacterium porcinum,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MPE,Microsporum persicolor,f,Fungus,No,2025-05-26,WHONET Organisms.txt
MPF,Mycobacterium parafortuitum,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MPG,Mycobacterium peregrinum,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MPH,Mycobacterium phlei,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MPI,Mycoplasma hyorhinis,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
MPL,Melissococcus plutonius,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
MPL,Streptococcus pluton,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
MPM,Mycoplasma primatum,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
MPN,Mycoplasma pneumoniae,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
MPO,Moraxella mima polymorpha (var. oxidans),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MPP,CDC M-2,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MPP,Moraxella phenylpyruvica,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MPP,Psychrobacter phenylpyruvicus,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MPR,Mansonella perstans,w,Other,No,2025-05-26,WHONET Organisms.txt
MPT,Mycoplasma penetrans,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
MPU,Mycoplasma putrefaciens,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
MPV,Human metapneumovirus,v,Unknown,No,2025-05-26,WHONET Organisms.txt
MPY,Malassezia pachydermatis,f,Fungus,No,2025-05-26,WHONET Organisms.txt
MRD,Mycobacterium rhodesiae,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MRE,Micropolyspora faeni,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
MRE,Saccharopolyspora rectivirgula,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
MRE,Micropolyspora rectivirgula,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
MSA,Mycoplasma salivarium,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
MSB,Morganella morganii ss. sibonii,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MSC,Mycobacterium scrofulaceum,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MSE,Mycobacterium senegalense,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MSG,Mycobacterium sphagni,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MSH,Mycobacterium shimoidei,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MSI,Mycobacterium simiae,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MSL,Mycoplasma spermatophilum,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
MSM,Mycobacterium smegmatis,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MSP,Microsporidium sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
MSR,Mycelia sterilia,f,Fungus,No,2025-05-26,WHONET Organisms.txt
MST,Monilia sitophila,f,Fungus,No,2025-05-26,WHONET Organisms.txt
MST,Neurospora sitophila,f,Fungus,No,2025-05-26,WHONET Organisms.txt
MSY,Mycoplasma synoviae,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
MSZ,Mycobacterium szulgai,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MTC,Mycobacterium tuberculosis complex,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MTE,Mycobacterium terrae,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MTH,Mycobacterium thermoresistibile,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MTK,Metschnikowia sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
MTO,Mycobacterium tokaiense,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MTR,Mycobacterium triviale,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MTU,Mycobacterium tuberculosis,m,Mycobacteria,Yes,2025-05-26,WHONET Organisms.txt
MUC,Mucor sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
MUL,Multiceps sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
MUM,Multiceps multiceps,w,Other,No,2025-05-26,WHONET Organisms.txt
MUP,Mumps virus,v,Unknown,No,2025-05-26,WHONET Organisms.txt
MUR,Mycobacterium ulcerans,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MUT,Moraxella urethralis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MUT,Moraxella urethralis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MVA,Mycobacterium vaccae,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MVB,Microsporum vanbreuseghemii,f,Fungus,No,2025-05-26,WHONET Organisms.txt
MVI,Moritella viscosa,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MWI,CDC Enteric Group 46,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MWI,Moellerella wisconsensis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MXC,Moraxella canis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MXE,Mycobacterium xenopi,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MYA,Mycoplasma arginini,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
MYC,Mycobacterium sp.,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MYD,Mycoplasma dispar,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
MYE,Mycobacterium caprae,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MYG,Mycobacterium mungi,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MYH,Mycoplasma hyopneumoniae,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
MYI,Mycobacterium pinnipedii,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MYJ,Mycoplasma conjunctivae,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
MYL,Mycoplasmoides sp.,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
MYM,Myxozyma melibiosi,f,Fungus,No,2025-05-26,WHONET Organisms.txt
MYM,Cryptococcus melibiosum,f,Fungus,No,2025-05-26,WHONET Organisms.txt
MYN,Mycobacterium canetti,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MYO,Metagonimus yokogawai,w,Other,No,2025-05-26,WHONET Organisms.txt
MYP,Mycoplasma sp.,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
MYR,Myroides sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
MYS,Mycobacterium suricattae,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MYU,Mycoplasma ovipneumoniae,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
MYV,Mycoplasma hyosynoviae,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
MYX,Myxozyma sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
MYY,Mycobacterium orygis,m,Mycobacteria,No,2025-05-26,WHONET Organisms.txt
MZC,Pichia caribbica,f,Fungus,No,2025-05-26,WHONET Organisms.txt
MZC,Meyerozyma caribbica,f,Fungus,No,2025-05-26,WHONET Organisms.txt
NAE,Naegleria sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
NAG,Naganishia sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
NAM,Necator americanus,w,Other,No,2025-05-26,WHONET Organisms.txt
NAS,Nocardia asteroides,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
NAT,Nattrassia sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
NBR,Nocardia brasiliensis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
NCA,Neisseria canis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NCB,Gram negative coccobacilli,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NCC,Nocardia crassostreae,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
NCI,Neisseria cinerea,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NCO,Nocardia coeliaca,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
NCR,Nocardia carnea,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
NCS,Nocardia seriolae,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
NDA,Nocardiopsis dassonvillei,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
NDE,Neisseria denitrificans,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NDE,Bergeriella denitrificans,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NE-,Neisseria sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NEC,Necator sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
NEL,Neisseria elongata ss. elongata,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NEL,Neisseria elongata,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NEM,Nematode,w,Other,No,2025-05-26,WHONET Organisms.txt
NEO,Neotestudina sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
NFA,Nocardia farcinica,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
NFL,Neisseria flavescens,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NFO,Naegleria fowleri,w,Other,No,2025-05-26,WHONET Organisms.txt
NFR,Non-fermenting Gram negative rods,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NFV,Neisseria subflava biovar flava,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NGL,Neisseria elongata ss. glycolytica,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NGO,Neisseria gonorrhoeae,-,Gram-negative,Yes,2025-05-26,WHONET Organisms.txt
NIG,Nigrospora sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
NKO,Neisseria kochii,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NKO,Neisseria gonorrhoeae ss. kochii,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NLA,Neisseria lactamica,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NMA,"Neisseria meningitidis, serogroup a",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NMB,"Neisseria meningitidis, serogroup b",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NMC,"Neisseria meningitidis, serogroup c",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NME,Neisseria meningitidis,-,Gram-negative,Yes,2025-05-26,WHONET Organisms.txt
NMG,Nattrassia mangiferae,f,Fungus,No,2025-05-26,WHONET Organisms.txt
NMG,Neofusicoccum mangiferae,f,Fungus,No,2025-05-26,WHONET Organisms.txt
NMO,"Neisseria meningitidis, other serogroups",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NMU,Neisseria mucosa,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NMY,"Neisseria meningitidis, serogroup Y",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NNI,Moraxella sp. M-6,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NNI,CDC M-6,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NNI,Neisseria elongata ss. nitroreducens,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NNO,Nocardia nova,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
NOA,Nocardia abscessus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
NOC,Nocardia sp.,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
NOD,Nocardiopsis sp.,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
NOP,Nocardia pseudobrasiliensis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
NOR,Normal flora,o,Unknown,Yes,2025-05-26,WHONET Organisms.txt
NOS,Nosema sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
NOT,Nocardia otitidiscaviarum,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
NOV,Norovirus,v,Unknown,No,2025-05-26,WHONET Organisms.txt
NOY,Nocardia cyriacigeorgica,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
NPE,Neisseria subflava biovar perflava,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NPO,Neisseria polysaccharea,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NRC,Anaerococcus sp.,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
NRO,Neotestudina rosatii,f,Fungus,No,2025-05-26,WHONET Organisms.txt
NSB,Neisseria subflava biovar subflava,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NSC,Neospora caninum,w,Other,No,2025-05-26,WHONET Organisms.txt
NSI,Neisseria sicca,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NSP,Neospora sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
NSU,Neisseria subflava,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NTR,Nocardia transvalensis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
NWE,Neisseria weaveri,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NWE,Moraxella sp. M-5,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
NWE,CDC M-5,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
O1K,Escherichia coli O1K1,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
O26,Escherichia coli O26,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
O2K,Escherichia coli O2K2,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
O78,Escherichia coli O78K80,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
OAN,CDC Vd-1,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
OAN,Ochrobactrum anthropi,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
OAN,CDC Vd-2,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
OBV,Ockelbovirus???,v,Unknown,No,2025-05-26,WHONET Organisms.txt
OCA,Porphyromonas catoniae,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
OCA,Oribaculum catoniae,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
OCH,Ochrobactrum sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
OCR,Ochroconis sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
OEN,Oenococcus sp.,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
OER,Oerskovia sp.,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
OF4,Escherichia coli O149:F4,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
OFE,Opisthorchis felineus,w,Other,No,2025-05-26,WHONET Organisms.txt
OLI,Oligella sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
ONC,Onchocerca sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
OOE,Oenococcus oeni,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
OOE,Leuconostoc oenos,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
OPH,Ophiostoma sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
OPI,Opisthorchis sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
ORA,Oral flora,o,Unknown,Yes,2025-05-26,WHONET Organisms.txt
ORA,Normal oral flora,o,Unknown,Yes,2025-05-26,WHONET Organisms.txt
ORH,Ornithobacterium rhinotracheale,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
ORI,Orientia sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
ORN,Ornithobacterium sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
ORV,Orf virus,v,Unknown,No,2025-05-26,WHONET Organisms.txt
OST,Sporothrix stenoceras,f,Fungus,No,2025-05-26,WHONET Organisms.txt
OST,Ophiostoma stenoceras,f,Fungus,No,2025-05-26,WHONET Organisms.txt
OTH,Other,o,Unknown,No,2025-05-26,WHONET Organisms.txt
OTS,Orientia tsutsugamushi,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
OTS,Rickettsia tsutsugamushi,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
OTU,Oerskovia turbata,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
OTU,Cellulomonas turbata,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
OUL,Oligella ureolytica,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
OUL,CDC IVe,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
OUR,Oligella urethralis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
OUR,CDC M-4,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
OVI,Opisthorchis viverrini,w,Other,No,2025-05-26,WHONET Organisms.txt
OVO,Onchocerca volvulus,w,Other,No,2025-05-26,WHONET Organisms.txt
PAA,Bacteroides asaccharolyticus,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
PAA,Porphyromonas asaccharolytica,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
PAB,Paenibacillus sp.,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
PAC,Paecilomyces sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
PAD,Propionibacterium avidum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
PAE,Pseudomonas aeruginosa,-,Gram-negative,Yes,2025-05-26,WHONET Organisms.txt
PAG,Pseudomonas alcaligenes,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
PAI,Pediococcus acidilactici,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
PAI,Pediococcus lolii,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
PAL,Providencia alcalifaciens,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
PAL,Proteus inconstans,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
PAM,Pasteurella multocida,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
PAM,Pasteurella multocida ss. multocida,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
PAN,Pantoea sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
PAO,Paragonimus sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
PAR,Parasite,w,Other,No,2025-05-26,WHONET Organisms.txt
PAS,Pasteurella sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
PAT,Gallibacterium anatis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
PAT,Pasteurella anatis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
PAU,Salmonella Saintpaul,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
PAV,Pasteurella avium,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
PAV,Avibacterium avium,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
PAV,Haemophilus avium,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
PBC,Prevotella buccalis,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
PBC,Bacteroides buccalis,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
PBE,Pasteurella bettyae,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
PBE,CDC HB-5,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
PBI,Parabacteroides spp.,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
PBL,Paenibacillus larvae,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
PBO,Pseudallescheria boydii,f,Fungus,No,2025-05-26,WHONET Organisms.txt
PBR,Paracoccidioides brasiliensis,f,Fungus,No,2025-05-26,WHONET Organisms.txt
PBU,Prevotella buccae,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
PBU,Bacteroides buccae,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
PCA,Pneumocystis jiroveci,w,Other,No,2025-05-26,WHONET Organisms.txt
PCA,Pneumocystis carinii,w,Other,No,2025-05-26,WHONET Organisms.txt
PCB,Gram positive coccobacilli,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
PCC,Paracoccidioides sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
PCE,CDC EO-1,-,Gram-negative,Yes,2025-05-26,WHONET Organisms.txt
PCE,Burkholderia cepacia,-,Gram-negative,Yes,2025-05-26,WHONET Organisms.txt
PCE,Pseudomonas cepacia,-,Gram-negative,Yes,2025-05-26,WHONET Organisms.txt
PCH,Pseudomonas chlororaphis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
PCN,Pasteurella canis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
PCO,Prevotella corporis,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
PCO,Bacteroides corporis,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
PCP,Pediculus humanus ss. capitis,i,Unknown,No,2025-05-26,WHONET Organisms.txt
PCP,Pediculus capitis,i,Unknown,No,2025-05-26,WHONET Organisms.txt
PCU,Paracoccus sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
PDA,Pasteurella dagmatis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
PDE,Prevotella dentalis,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
PDE,Mitsuokella dentalis,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
PDI,Pseudomonas diminuta,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
PDI,CDC Ia,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
PDI,Brevundimonas diminuta,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
PDM,Photobacterium damselae ss. damselae,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
